0	1
0.1	0.965583
0.2	0.937796
0.3	0.918918
0.4	0.910442
0.5	0.91306
0.6	0.926707
0.7	0.95068
0.8	0.983806
0.9	1.02463
1	1.07158
1.1	1.12312
1.2	1.17782
1.3	1.23445
1.4	1.29195
1.5	1.34948
1.6	1.40635
1.7	1.46206
1.8	1.51622
1.9	1.56856
2	1.61889
2.1	1.6671
2.2	1.71313
2.3	1.75695
2.4	1.79858
2.5	1.83806
2.6	1.87544
2.7	1.91078
2.8	1.94415
2.9	1.97565
3	2.00534
3.1	2.0333
3.2	2.05964
3.3	2.08441
3.4	2.10771
3.5	2.12961
3.6	2.15018
3.7	2.1695
3.8	2.18764
3.9	2.20466
4	2.22063
4.1	2.23561
4.2	2.24965
4.3	2.26281
4.4	2.27513
4.5	2.28668
4.6	2.29749
4.7	2.30761
4.8	2.31707
4.9	2.32593
5	2.33421
5.1	2.34196
5.2	2.3492
5.3	2.35596
5.4	2.36227
5.5	2.36817
5.6	2.37368
5.7	2.37882
5.8	2.38361
5.9	2.38808
6	2.39225
6.1	2.39614
6.2	2.39976
6.3	2.40314
6.4	2.40628
6.5	2.4092
6.6	2.41193
6.7	2.41446
6.8	2.41682
6.9	2.41901
7	2.42105
7.1	2.42294
7.2	2.42471
7.3	2.42634
7.4	2.42786
7.5	2.42927
7.6	2.43058
7.7	2.43179
7.8	2.43292
7.9	2.43397
8	2.43494
8.1	2.43584
8.2	2.43667
8.3	2.43744
8.4	2.43816
8.5	2.43882
8.6	2.43943
8.7	2.44
8.8	2.44052
8.9	2.44101
9	2.44146
9.1	2.44188
9.2	2.44226
9.3	2.44262
9.4	2.44294
9.5	2.44325
9.6	2.44353
9.7	2.44379
9.8	2.44403
9.9	2.44425
10	2.44445
