-5	0
-4.89899	0.00384859
-4.79798	-0.0115488
-4.69697	-0.00137968
-4.59596	-0.0164671
-4.49495	-0.00658576
-4.39394	-0.0211204
-4.29293	-0.0116859
-4.19192	-0.0254339
-4.09091	-0.016598
-3.9899	-0.0293382
-3.88889	-0.021243
-3.78788	-0.0327703
-3.68687	-0.0255462
-3.58586	-0.0356752
-3.48485	-0.0294383
-3.38384	-0.0380061
-3.28283	-0.0328568
-3.18182	-0.0397254
-3.08081	-0.0357466
-2.9798	-0.0408055
-2.87879	-0.0380613
-2.77778	-0.0412291
-2.67677	-0.0397635
-2.57576	-0.0409893
-2.47475	-0.0408259
-2.37374	-0.0400899
-2.27273	-0.0412314
-2.17172	-0.0385455
-2.07071	-0.0409734
-1.9697	-0.0363808
-1.86869	-0.0400562
-1.76768	-0.0336308
-1.66667	-0.0384945
-1.56566	-0.0303396
-1.46465	-0.0363134
-1.36364	-0.0265603
-1.26263	-0.033548
-1.16162	-0.0223536
-1.06061	-0.0302427
-0.959596	-0.0177872
-0.858586	-0.0264509
-0.757576	-0.0129347
-0.656566	-0.0222335
-0.555556	-0.00787397
-0.454545	-0.0176583
-0.353535	-0.00268657
-0.252525	-0.012799
-0.151515	0.00254405
-0.0505051	-0.00773374
0.0505051	0.00773374
0.151515	-0.00254405
0.252525	0.012799
0.353535	0.00268657
0.454545	0.0176583
0.555556	0.00787397
0.656566	0.0222335
0.757576	0.0129347
0.858586	0.0264509
0.959596	0.0177872
1.06061	0.0302427
1.16162	0.0223536
1.26263	0.033548
1.36364	0.0265603
1.46465	0.0363134
1.56566	0.0303396
1.66667	0.0384945
1.76768	0.0336308
1.86869	0.0400562
1.9697	0.0363808
2.07071	0.0409734
2.17172	0.0385455
2.27273	0.0412314
2.37374	0.0400899
2.47475	0.0408259
2.57576	0.0409893
2.67677	0.0397635
2.77778	0.0412291
2.87879	0.0380613
2.9798	0.0408055
3.08081	0.0357466
3.18182	0.0397254
3.28283	0.0328568
3.38384	0.0380061
3.48485	0.0294383
3.58586	0.0356752
3.68687	0.0255462
3.78788	0.0327703
3.88889	0.021243
3.9899	0.0293382
4.09091	0.016598
4.19192	0.0254339
4.29293	0.0116859
4.39394	0.0211204
4.49495	0.00658576
4.59596	0.0164671
4.69697	0.00137968
4.79798	0.0115488
4.89899	-0.00384859
5	0
