0	1
0.1	0.963212
0.2	0.931675
0.3	0.908079
0.4	0.894393
0.5	0.891806
0.6	0.900711
0.7	0.920763
0.8	0.951003
0.9	0.990046
1	1.03627
1.1	1.088
1.2	1.14365
1.3	1.20177
1.4	1.26117
1.5	1.32082
1.6	1.37996
1.7	1.43797
1.8	1.4944
1.9	1.54894
2	1.60138
2.1	1.65159
2.2	1.69948
2.3	1.74505
2.4	1.78831
2.5	1.82929
2.6	1.86806
2.7	1.90468
2.8	1.93924
2.9	1.97183
3	2.00253
3.1	2.03142
3.2	2.05861
3.3	2.08418
3.4	2.10821
3.5	2.13078
3.6	2.15198
3.7	2.17188
3.8	2.19055
3.9	2.20807
4	2.2245
4.1	2.2399
4.2	2.25434
4.3	2.26786
4.4	2.28053
4.5	2.2924
4.6	2.3035
4.7	2.3139
4.8	2.32362
4.9	2.33272
5	2.34122
5.1	2.34917
5.2	2.3566
5.3	2.36355
5.4	2.37003
5.5	2.37609
5.6	2.38174
5.7	2.38702
5.8	2.39194
5.9	2.39653
6	2.40081
6.1	2.4048
6.2	2.40852
6.3	2.41198
6.4	2.41521
6.5	2.41822
6.6	2.42101
6.7	2.42361
6.8	2.42604
6.9	2.42829
7	2.43038
7.1	2.43233
7.2	2.43414
7.3	2.43582
7.4	2.43738
7.5	2.43883
7.6	2.44017
7.7	2.44142
7.8	2.44258
7.9	2.44366
8	2.44465
8.1	2.44558
8.2	2.44643
8.3	2.44723
8.4	2.44796
8.5	2.44865
8.6	2.44928
8.7	2.44986
8.8	2.4504
8.9	2.4509
9	2.45136
9.1	2.45179
9.2	2.45219
9.3	2.45255
9.4	2.45289
9.5	2.45321
9.6	2.45349
9.7	2.45376
9.8	2.45401
9.9	2.45424
10	2.45445
