0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	2
79	2
80	2
81	2
82	1
83	2
84	2
85	1
86	3
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	3
95	1
96	2
97	1
98	2
99	2
100	2
101	3
102	2
103	2
104	1
105	3
106	1
107	2
108	2
109	2
110	2
111	1
112	3
113	2
114	2
115	1
116	3
117	2
118	3
119	1
120	2
121	2
122	2
123	1
124	2
125	3
126	2
127	2
128	3
129	3
130	2
131	2
132	3
133	2
134	2
135	2
136	2
137	2
138	2
139	2
140	2
141	2
142	3
143	2
144	3
145	2
146	2
147	2
148	3
149	3
150	2
151	3
152	2
153	2
154	3
155	1
156	2
157	2
158	3
159	1
160	2
161	2
162	2
163	2
164	2
165	2
166	3
167	1
168	2
169	3
170	2
171	2
172	2
173	2
174	2
175	1
176	2
177	2
178	2
179	3
180	1
181	2
182	3
183	2
184	2
185	3
186	1
187	2
188	2
189	3
190	2
191	3
192	3
193	2
194	2
195	2
196	2
197	2
198	1
199	3
200	1
201	2
202	1
203	2
204	2
205	2
206	2
207	1
208	2
209	2
210	2
211	1
212	3
213	2
214	2
215	2
216	2
217	2
218	2
219	2
220	2
221	1
222	2
223	3
224	2
225	3
226	1
227	2
228	3
229	3
230	1
231	2
232	2
233	3
234	1
235	2
236	3
237	2
238	1
239	2
240	1
241	2
242	2
243	2
244	2
245	2
246	2
247	3
248	3
249	1
250	3
251	1
252	2
253	2
254	2
255	1
256	2
257	2
258	2
259	3
260	2
261	2
262	1
263	2
264	2
265	2
266	2
267	1
268	1
269	2
270	2
271	2
272	3
273	2
274	2
275	3
276	1
277	2
278	2
279	1
280	2
281	1
282	2
283	3
284	1
285	2
286	2
287	2
288	2
289	3
290	2
291	2
292	2
293	3
294	2
295	2
296	2
297	3
298	3
299	1
300	2
301	2
302	2
303	3
304	2
305	2
306	1
307	2
308	2
309	2
310	3
311	2
312	1
313	2
314	2
315	2
316	2
317	2
318	2
319	2
320	2
321	2
322	2
323	2
324	2
325	1
326	2
327	2
328	2
329	1
330	2
331	2
332	2
333	3
334	2
335	3
336	1
337	2
338	2
339	3
340	1
341	2
342	1
343	2
344	2
345	2
346	2
347	1
348	2
349	2
350	1
351	3
352	1
353	2
354	3
355	3
356	2
357	2
358	2
359	1
360	2
361	1
362	2
363	2
364	1
365	3
366	2
367	2
368	3
369	1
370	1
371	2
372	1
373	3
374	2
375	2
376	2
377	3
378	2
379	3
380	2
381	2
382	2
383	3
384	2
385	3
386	3
387	2
388	2
389	2
390	3
391	2
392	2
393	1
394	2
395	2
396	2
397	2
398	2
399	2
400	2
401	2
402	2
403	2
404	1
405	2
406	2
407	2
408	2
409	2
410	2
411	3
412	3
413	3
414	1
415	2
416	3
417	2
418	3
419	3
420	1
421	2
422	2
423	2
424	2
425	3
426	1
427	3
428	2
429	3
430	1
431	2
432	2
433	2
434	3
435	3
436	2
437	3
438	3
439	3
440	2
441	1
442	2
443	2
444	2
445	2
446	3
447	1
448	1
449	2
450	2
451	2
452	2
453	1
454	2
455	2
456	2
457	2
458	1
459	2
460	3
461	1
462	1
463	1
464	2
465	2
466	1
467	2
468	2
469	2
470	2
471	2
472	2
473	2
474	1
475	1
476	2
477	2
478	2
479	2
480	2
481	3
482	2
483	3
484	2
485	1
486	3
487	2
488	2
489	2
490	3
491	2
492	1
493	2
494	2
495	2
496	2
497	2
498	1
499	2
500	2
501	2
502	2
503	3
504	3
505	2
506	2
507	3
508	2
509	2
510	2
511	2
512	1
513	2
514	3
515	1
516	3
517	3
518	2
519	2
520	1
521	2
522	1
523	2
524	3
525	2
526	3
527	1
528	2
529	2
530	3
531	1
532	3
533	1
534	2
535	2
536	2
537	3
538	2
539	1
540	2
541	1
542	2
543	2
544	3
545	1
546	1
547	3
548	3
549	2
550	1
551	2
552	2
553	3
554	2
555	2
556	2
557	2
558	2
559	2
560	1
561	3
562	2
563	1
564	3
565	3
566	2
567	2
568	2
569	2
570	3
571	2
572	2
573	1
574	2
575	3
576	2
577	3
578	2
579	3
580	1
581	3
582	2
583	1
584	2
585	2
586	1
587	2
588	3
589	2
590	2
591	2
592	3
593	3
594	2
595	1
596	2
597	2
598	1
599	3
600	2
601	2
602	2
603	1
604	2
605	2
606	2
607	3
608	2
609	1
610	2
611	2
612	3
613	3
614	2
615	2
616	2
617	2
618	2
619	3
620	2
621	3
622	2
623	2
624	2
625	3
626	2
627	1
628	2
629	2
630	2
631	2
632	2
633	2
634	3
635	2
636	1
637	2
638	3
639	2
640	2
641	3
642	2
643	2
644	1
645	2
646	1
647	3
648	2
649	2
650	2
651	2
652	3
653	1
654	1
655	3
656	2
657	2
658	3
659	2
660	3
661	1
662	2
663	2
664	2
665	2
666	2
667	3
668	2
669	2
670	1
671	2
672	3
673	1
674	2
675	2
676	1
677	3
678	2
679	2
680	3
681	2
682	2
683	2
684	2
685	2
686	2
687	2
688	3
689	3
690	3
691	2
692	2
693	2
694	2
695	1
696	3
697	2
698	2
699	2
700	2
701	3
702	3
703	1
704	2
705	2
706	3
707	1
708	2
709	1
710	3
711	3
712	2
713	1
714	3
715	1
716	3
717	1
718	1
719	2
720	2
721	2
722	1
723	2
724	2
725	1
726	2
727	3
728	1
729	2
730	2
731	3
732	2
733	2
734	3
735	3
736	3
737	2
738	1
739	1
740	2
741	2
742	1
743	2
744	2
745	2
746	2
747	2
748	2
749	1
750	2
751	1
752	2
753	2
754	2
755	3
756	2
757	2
758	1
759	3
760	2
761	2
762	2
763	2
764	2
765	2
766	3
767	2
768	2
769	2
770	3
771	1
772	2
773	3
774	2
775	3
776	1
777	2
778	2
779	1
780	3
781	2
782	2
783	3
784	1
785	2
786	2
787	2
788	2
789	3
790	2
791	2
792	2
793	2
794	3
795	2
796	3
797	1
798	2
799	2
800	2
